

Microchip MPLAB XC8 Assembler V2.10 build 88905656 
                                                                                               Thu Feb 27 14:58:14 2020

Microchip MPLAB XC8 C Compiler v2.10 (Free license) build 20190730164152 Og1 
     1                           	processor	16F887
     2                           	opt	pw 120
     3                           	opt	flic
     4                           	psect	cinit,global,class=CODE,merge=1,delta=2
     5                           	psect	bssCOMMON,global,class=COMMON,space=1,delta=1
     6                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1
     7                           	psect	maintext,global,class=CODE,split=1,delta=2
     8                           	psect	text1,local,class=CODE,merge=1,delta=2
     9                           	psect	text2,local,class=CODE,merge=1,delta=2
    10                           	psect	text3,local,class=CODE,merge=1,delta=2
    11                           	psect	text4,local,class=CODE,merge=1,delta=2
    12                           	psect	text5,local,class=CODE,merge=1,delta=2
    13                           	psect	intentry,global,class=CODE,delta=2
    14                           	dabs	1,0x7E,2
    15  0000                     
    16                           ; Version 2.10
    17                           ; Generated 31/07/2019 GMT
    18                           ; 
    19                           ; Copyright © 2019, Microchip Technology Inc. and its subsidiaries ("Microchip")
    20                           ; All rights reserved.
    21                           ; 
    22                           ; This software is developed by Microchip Technology Inc. and its subsidiaries ("Microch
      +                          ip").
    23                           ; 
    24                           ; Redistribution and use in source and binary forms, with or without modification, are
    25                           ; permitted provided that the following conditions are met:
    26                           ; 
    27                           ;     1. Redistributions of source code must retain the above copyright notice, this lis
      +                          t of
    28                           ;        conditions and the following disclaimer.
    29                           ; 
    30                           ;     2. Redistributions in binary form must reproduce the above copyright notice, this 
      +                          list
    31                           ;        of conditions and the following disclaimer in the documentation and/or other
    32                           ;        materials provided with the distribution.
    33                           ; 
    34                           ;     3. Microchip's name may not be used to endorse or promote products derived from th
      +                          is
    35                           ;        software without specific prior written permission.
    36                           ; 
    37                           ; THIS SOFTWARE IS PROVIDED BY MICROCHIP "AS IS" AND ANY EXPRESS OR IMPLIED WARRANTIES,
    38                           ; INCLUDING, BUT NOT LIMITED TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS F
      +                          OR
    39                           ; PURPOSE ARE DISCLAIMED.  IN NO EVENT SHALL MICROCHIP BE LIABLE FOR ANY DIRECT, INDIREC
      +                          T,
    40                           ; INCIDENTAL, SPECIAL, EXEMPLARY, OR CONSEQUENTIAL DAMAGES (INCLUDING BUT NOT LIMITED TO
    41                           ; PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES; LOSS OF USE, DATA OR PROFITS; OR BUSINESS
    42                           ; INTERRUPTION) HOWSOEVER CAUSED AND ON ANY THEORY OF LIABILITY, WHETHER IN CONTRACT, ST
      +                          RICT
    43                           ; LIABILITY, OR TORT (INCLUDING NEGLIGENCE OR OTHERWISE) ARISING IN ANY WAY OUT OF THE U
      +                          SE OF
    44                           ; THIS SOFTWARE, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.
    45                           ; 
    46                           ; 
    47                           ; Code-generator required, PIC16F887 Definitions
    48                           ; 
    49                           ; SFR Addresses
    50  0000                     	;# 
   741  0100  1303               	bcf	3,6	;RP1=0, select bank0
   742  0101  171F               	bsf	31,6	;volatile
   743                           
   744                           ;Labor5_Slave1.c: 27:     ADCON0bits.ADCS1 =0;
   745  0102  139F               	bcf	31,7	;volatile
   746                           
   747                           ;Labor5_Slave1.c: 28:     ADCON0bits.ADON = 1;
   748  0103  141F               	bsf	31,0	;volatile
   749  0104                     l120:	
   750                           ;Labor5_Slave1.c: 29:     return;
   751                           
   752  0104  0008               	return
   753  0105                     __end_of_adcInit:	
   754                           
   755                           	psect	text4
   756  00CA                     __ptext4:	
   757 ;; *************** function _I2C_Slave_Init *****************
   758 ;; Defined at:
   759 ;;		line 7 in file "Labor5_Slave1.c"
   760 ;; Parameters:    Size  Location     Type
   761 ;;  address         1    wreg     unsigned char 
   762 ;; Auto vars:     Size  Location     Type
   763 ;;  address         1    3[COMMON] unsigned char 
   764 ;; Return value:  Size  Location     Type
   765 ;;                  1    wreg      void 
   766 ;; Registers used:
   767 ;;		wreg
   768 ;; Tracked objects:
   769 ;;		On entry : 0/0
   770 ;;		On exit  : 0/0
   771 ;;		Unchanged: 0/0
   772 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   773 ;;      Params:         0       0       0       0       0
   774 ;;      Locals:         1       0       0       0       0
   775 ;;      Temps:          0       0       0       0       0
   776 ;;      Totals:         1       0       0       0       0
   777 ;;Total ram usage:        1 bytes
   778 ;; Hardware stack levels used:    1
   779 ;; Hardware stack levels required when called:    1
   780 ;; This function calls:
   781 ;;		Nothing
   782 ;; This function is called by:
   783 ;;		_main
   784 ;; This function uses a non-reentrant model
   785 ;;
   786                           
   787                           
   788                           ;psect for function _I2C_Slave_Init
   789  00CA                     _I2C_Slave_Init:	
   790                           
   791                           ;incstack = 0
   792                           ; Regs used in _I2C_Slave_Init: [wreg]
   793                           ;I2C_Slave_Init@address stored from wreg
   794  00CA  00F3               	movwf	I2C_Slave_Init@address
   795  00CB                     l753:	
   796                           
   797                           ;Labor5_Slave1.c: 7: void I2C_Slave_Init(uint8_t address);Labor5_Slave1.c: 8: {;Labor5_S
      +                          lave1.c: 9:     SSPADD = address;
   798  00CB  0873               	movf	I2C_Slave_Init@address,w
   799  00CC  1683               	bsf	3,5	;RP0=1, select bank1
   800  00CD  1303               	bcf	3,6	;RP1=0, select bank1
   801  00CE  0093               	movwf	19	;volatile
   802                           
   803                           ;Labor5_Slave1.c: 10:     SSPCON = 0x36;
   804  00CF  3036               	movlw	54
   805  00D0  1283               	bcf	3,5	;RP0=0, select bank0
   806  00D1  1303               	bcf	3,6	;RP1=0, select bank0
   807  00D2  0094               	movwf	20	;volatile
   808                           
   809                           ;Labor5_Slave1.c: 11:     SSPSTAT = 0x80;
   810  00D3  3080               	movlw	128
   811  00D4  1683               	bsf	3,5	;RP0=1, select bank1
   812  00D5  1303               	bcf	3,6	;RP1=0, select bank1
   813  00D6  0094               	movwf	20	;volatile
   814                           
   815                           ;Labor5_Slave1.c: 12:     SSPCON2 = 0x01;
   816  00D7  3001               	movlw	1
   817  00D8  0091               	movwf	17	;volatile
   818  00D9                     l755:	
   819                           
   820                           ;Labor5_Slave1.c: 13:     TRISCbits.TRISC3 = 1;
   821  00D9  1587               	bsf	7,3	;volatile
   822  00DA                     l757:	
   823                           
   824                           ;Labor5_Slave1.c: 14:     TRISCbits.TRISC4 = 1;
   825  00DA  1607               	bsf	7,4	;volatile
   826  00DB                     l759:	
   827                           
   828                           ;Labor5_Slave1.c: 15:     GIE = 1;
   829  00DB  178B               	bsf	11,7	;volatile
   830  00DC                     l761:	
   831                           
   832                           ;Labor5_Slave1.c: 16:     PEIE = 1;
   833  00DC  170B               	bsf	11,6	;volatile
   834  00DD                     l763:	
   835                           
   836                           ;Labor5_Slave1.c: 17:     SSPIF = 0;
   837  00DD  1283               	bcf	3,5	;RP0=0, select bank0
   838  00DE  1303               	bcf	3,6	;RP1=0, select bank0
   839  00DF  118C               	bcf	12,3	;volatile
   840  00E0                     l765:	
   841                           
   842                           ;Labor5_Slave1.c: 18:     SSPIE = 1;
   843  00E0  1683               	bsf	3,5	;RP0=1, select bank1
   844  00E1  1303               	bcf	3,6	;RP1=0, select bank1
   845  00E2  158C               	bsf	12,3	;volatile
   846  00E3                     l117:	
   847  00E3  0008               	return
   848  00E4                     __end_of_I2C_Slave_Init:	
   849                           
   850                           	psect	text5
   851  0017                     __ptext5:	
   852 ;; *************** function _isr *****************
   853 ;; Defined at:
   854 ;;		line 39 in file "Laboratorio_5_Slave_1.c"
   855 ;; Parameters:    Size  Location     Type
   856 ;;		None
   857 ;; Auto vars:     Size  Location     Type
   858 ;;		None
   859 ;; Return value:  Size  Location     Type
   860 ;;                  1    wreg      void 
   861 ;; Registers used:
   862 ;;		wreg
   863 ;; Tracked objects:
   864 ;;		On entry : 0/0
   865 ;;		On exit  : 0/0
   866 ;;		Unchanged: 0/0
   867 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   868 ;;      Params:         0       0       0       0       0
   869 ;;      Locals:         0       0       0       0       0
   870 ;;      Temps:          3       0       0       0       0
   871 ;;      Totals:         3       0       0       0       0
   872 ;;Total ram usage:        3 bytes
   873 ;; Hardware stack levels used:    1
   874 ;; This function calls:
   875 ;;		Nothing
   876 ;; This function is called by:
   877 ;;		Interrupt level 1
   878 ;; This function uses a non-reentrant model
   879 ;;
   880                           
   881                           
   882                           ;psect for function _isr
   883  0017                     _isr:	
   884  0017                     i1l767:	
   885                           
   886                           ;Laboratorio_5_Slave_1.c: 40:    if(PIR1bits.SSPIF == 1){
   887  0017  1283               	bcf	3,5	;RP0=0, select bank0
   888  0018  1303               	bcf	3,6	;RP1=0, select bank0
   889  0019  1D8C               	btfss	12,3	;volatile
   890  001A  281C               	goto	u2_21
   891  001B  281D               	goto	u2_20
   892  001C                     u2_21:	
   893  001C  2873               	goto	i1l52
   894  001D                     u2_20:	
   895  001D                     i1l769:	
   896                           
   897                           ;Laboratorio_5_Slave_1.c: 42:         SSPCONbits.CKP = 0;
   898  001D  1214               	bcf	20,4	;volatile
   899                           
   900                           ;Laboratorio_5_Slave_1.c: 44:         if ((SSPCONbits.SSPOV) || (SSPCONbits.WCOL)){
   901  001E  1B14               	btfsc	20,6	;volatile
   902  001F  2821               	goto	u3_21
   903  0020  2822               	goto	u3_20
   904  0021                     u3_21:	
   905  0021  2826               	goto	i1l773
   906  0022                     u3_20:	
   907  0022                     i1l771:	
   908  0022  1F94               	btfss	20,7	;volatile
   909  0023  2825               	goto	u4_21
   910  0024  2826               	goto	u4_20
   911  0025                     u4_21:	
   912  0025  282D               	goto	i1l781
   913  0026                     u4_20:	
   914  0026                     i1l773:	
   915                           
   916                           ;Laboratorio_5_Slave_1.c: 45:             z = SSPBUF;
   917  0026  0813               	movf	19,w	;volatile
   918  0027  00F0               	movwf	??_isr
   919  0028  0870               	movf	??_isr,w
   920  0029  00F7               	movwf	_z
   921  002A                     i1l775:	
   922                           
   923                           ;Laboratorio_5_Slave_1.c: 46:             SSPCONbits.SSPOV = 0;
   924  002A  1314               	bcf	20,6	;volatile
   925  002B                     i1l777:	
   926                           
   927                           ;Laboratorio_5_Slave_1.c: 47:             SSPCONbits.WCOL = 0;
   928  002B  1394               	bcf	20,7	;volatile
   929  002C                     i1l779:	
   930                           
   931                           ;Laboratorio_5_Slave_1.c: 48:             SSPCONbits.CKP = 1;
   932  002C  1614               	bsf	20,4	;volatile
   933  002D                     i1l781:	
   934                           
   935                           ;Laboratorio_5_Slave_1.c: 51:         if(!SSPSTATbits.D_nA && !SSPSTATbits.R_nW) {
   936  002D  1683               	bsf	3,5	;RP0=1, select bank1
   937  002E  1303               	bcf	3,6	;RP1=0, select bank1
   938  002F  1A94               	btfsc	20,5	;volatile
   939  0030  2832               	goto	u5_21
   940  0031  2833               	goto	u5_20
   941  0032                     u5_21:	
   942  0032  2850               	goto	i1l43
   943  0033                     u5_20:	
   944  0033                     i1l783:	
   945  0033  1914               	btfsc	20,2	;volatile
   946  0034  2836               	goto	u6_21
   947  0035  2837               	goto	u6_20
   948  0036                     u6_21:	
   949  0036  2850               	goto	i1l43
   950  0037                     u6_20:	
   951  0037                     i1l785:	
   952                           
   953                           ;Laboratorio_5_Slave_1.c: 53:             z = SSPBUF;
   954  0037  1283               	bcf	3,5	;RP0=0, select bank0
   955  0038  1303               	bcf	3,6	;RP1=0, select bank0
   956  0039  0813               	movf	19,w	;volatile
   957  003A  00F0               	movwf	??_isr
   958  003B  0870               	movf	??_isr,w
   959  003C  00F7               	movwf	_z
   960  003D                     i1l787:	
   961                           
   962                           ;Laboratorio_5_Slave_1.c: 55:             PIR1bits.SSPIF = 0;
   963  003D  118C               	bcf	12,3	;volatile
   964  003E                     i1l789:	
   965                           
   966                           ;Laboratorio_5_Slave_1.c: 56:             SSPCONbits.CKP = 1;
   967  003E  1614               	bsf	20,4	;volatile
   968  003F                     i1l44:	
   969                           ;Laboratorio_5_Slave_1.c: 57:             while(!SSPSTATbits.BF);
   970                           
   971  003F  1683               	bsf	3,5	;RP0=1, select bank1
   972  0040  1303               	bcf	3,6	;RP1=0, select bank1
   973  0041  1C14               	btfss	20,0	;volatile
   974  0042  2844               	goto	u7_21
   975  0043  2845               	goto	u7_20
   976  0044                     u7_21:	
   977  0044  283F               	goto	i1l44
   978  0045                     u7_20:	
   979  0045                     i1l791:	
   980                           
   981                           ;Laboratorio_5_Slave_1.c: 58:             desecho = SSPBUF;
   982  0045  1283               	bcf	3,5	;RP0=0, select bank0
   983  0046  1303               	bcf	3,6	;RP1=0, select bank0
   984  0047  0813               	movf	19,w	;volatile
   985  0048  00F0               	movwf	??_isr
   986  0049  0870               	movf	??_isr,w
   987  004A  00F8               	movwf	_desecho
   988                           
   989                           ;Laboratorio_5_Slave_1.c: 59:             _delay((unsigned long)((250)*(4000000/4000000.
      +                          0)));
   990  004B  3053               	movlw	83
   991  004C  00F0               	movwf	??_isr
   992  004D                     u14_27:	
   993  004D  0BF0               	decfsz	??_isr,f
   994  004E  284D               	goto	u14_27
   995                           
   996                           ;Laboratorio_5_Slave_1.c: 61:         }else if(!SSPSTATbits.D_nA && SSPSTATbits.R_nW){
   997  004F  2870               	goto	i1l47
   998  0050                     i1l43:	
   999  0050  1A94               	btfsc	20,5	;volatile
  1000  0051  2853               	goto	u8_21
  1001  0052  2854               	goto	u8_20
  1002  0053                     u8_21:	
  1003  0053  2870               	goto	i1l47
  1004  0054                     u8_20:	
  1005  0054                     i1l793:	
  1006  0054  1D14               	btfss	20,2	;volatile
  1007  0055  2857               	goto	u9_21
  1008  0056  2858               	goto	u9_20
  1009  0057                     u9_21:	
  1010  0057  2870               	goto	i1l47
  1011  0058                     u9_20:	
  1012  0058                     i1l795:	
  1013                           
  1014                           ;Laboratorio_5_Slave_1.c: 62:             z = SSPBUF;
  1015  0058  1283               	bcf	3,5	;RP0=0, select bank0
  1016  0059  1303               	bcf	3,6	;RP1=0, select bank0
  1017  005A  0813               	movf	19,w	;volatile
  1018  005B  00F0               	movwf	??_isr
  1019  005C  0870               	movf	??_isr,w
  1020  005D  00F7               	movwf	_z
  1021  005E                     i1l797:	
  1022                           
  1023                           ;Laboratorio_5_Slave_1.c: 63:             BF = 0;
  1024  005E  1683               	bsf	3,5	;RP0=1, select bank1
  1025  005F  1303               	bcf	3,6	;RP1=0, select bank1
  1026  0060  1014               	bcf	20,0	;volatile
  1027                           
  1028                           ;Laboratorio_5_Slave_1.c: 64:             SSPBUF = valana;
  1029  0061  0879               	movf	_valana,w
  1030  0062  1283               	bcf	3,5	;RP0=0, select bank0
  1031  0063  1303               	bcf	3,6	;RP1=0, select bank0
  1032  0064  0093               	movwf	19	;volatile
  1033  0065                     i1l799:	
  1034                           
  1035                           ;Laboratorio_5_Slave_1.c: 65:             SSPCONbits.CKP = 1;
  1036  0065  1614               	bsf	20,4	;volatile
  1037                           
  1038                           ;Laboratorio_5_Slave_1.c: 66:             _delay((unsigned long)((250)*(4000000/4000000.
      +                          0)));
  1039  0066  3053               	movlw	83
  1040  0067  00F0               	movwf	??_isr
  1041  0068                     u15_27:	
  1042  0068  0BF0               	decfsz	??_isr,f
  1043  0069  2868               	goto	u15_27
  1044  006A                     i1l49:	
  1045                           ;Laboratorio_5_Slave_1.c: 67:             while(SSPSTATbits.BF);
  1046                           
  1047  006A  1683               	bsf	3,5	;RP0=1, select bank1
  1048  006B  1303               	bcf	3,6	;RP1=0, select bank1
  1049  006C  1814               	btfsc	20,0	;volatile
  1050  006D  286F               	goto	u10_21
  1051  006E  2870               	goto	u10_20
  1052  006F                     u10_21:	
  1053  006F  286A               	goto	i1l49
  1054  0070                     u10_20:	
  1055  0070                     i1l47:	
  1056                           
  1057                           ;Laboratorio_5_Slave_1.c: 70:         PIR1bits.SSPIF = 0;
  1058  0070  1283               	bcf	3,5	;RP0=0, select bank0
  1059  0071  1303               	bcf	3,6	;RP1=0, select bank0
  1060  0072  118C               	bcf	12,3	;volatile
  1061  0073                     i1l52:	
  1062  0073  0872               	movf	??_isr+2,w
  1063  0074  008A               	movwf	10
  1064  0075  0E71               	swapf	(??_isr+1)^(0+4294967168),w
  1065  0076  0083               	movwf	3
  1066  0077  0EFE               	swapf	btemp,f
  1067  0078  0E7E               	swapf	btemp,w
  1068  0079  0009               	retfie
  1069  007A                     __end_of_isr:	
  1070  007E                     btemp	set	126	;btemp
  1071  007E                     wtemp0	set	126
  1072                           
  1073                           	psect	intentry
  1074  0004                     __pintentry:	
  1075                           ;incstack = 0
  1076                           ; Regs used in _isr: [wreg]
  1077                           
  1078  0004                     interrupt_function:	
  1079  007E                     saved_w	set	btemp
  1080  0004  00FE               	movwf	btemp
  1081  0005  0E03               	swapf	3,w
  1082  0006  00F1               	movwf	??_isr+1
  1083  0007  080A               	movf	10,w
  1084  0008  00F2               	movwf	??_isr+2
  1085  0009  120A  118A  2817   	ljmp	_isr


Data Sizes:
    Strings     0
    Constant    0
    Data        0
    BSS         4
    Persistent  0
    Stack       0

Auto Spaces:
    Space          Size  Autos    Used
    COMMON           14      6      10
    BANK0            80      0       0
    BANK1            80      0       0
    BANK3            96      0       0
    BANK2            96      0       0

Pointer List with Targets:

    None.

Critical Paths under _main in COMMON

    _main->_print

Critical Paths under _isr in COMMON

    None.

Critical Paths under _main in BANK0

    None.

Critical Paths under _isr in BANK0

    None.

Critical Paths under _main in BANK1

    None.

Critical Paths under _isr in BANK1

    None.

Critical Paths under _main in BANK3

    None.

Critical Paths under _isr in BANK3

    None.

Critical Paths under _main in BANK2

    None.

Critical Paths under _isr in BANK2

    None.

Call Graph Tables:

 ---------------------------------------------------------------------------------
 (Depth) Function   	        Calls       Base Space   Used Autos Params    Refs
 ---------------------------------------------------------------------------------
 (0) _main                                                 1     1      0      15
                                              5 COMMON     1     1      0
                     _I2C_Slave_Init
                            _adcInit
                              _print
                              _setup
 ---------------------------------------------------------------------------------
 (1) _setup                                                0     0      0       0
 ---------------------------------------------------------------------------------
 (1) _print                                                2     2      0       0
                                              3 COMMON     2     2      0
 ---------------------------------------------------------------------------------
 (1) _adcInit                                              0     0      0       0
 ---------------------------------------------------------------------------------
 (1) _I2C_Slave_Init                                       1     1      0      15
                                              3 COMMON     1     1      0
 ---------------------------------------------------------------------------------
 Estimated maximum stack depth 1
 ---------------------------------------------------------------------------------
 (Depth) Function   	        Calls       Base Space   Used Autos Params    Refs
 ---------------------------------------------------------------------------------
 (2) _isr                                                  3     3      0       0
                                              0 COMMON     3     3      0
 ---------------------------------------------------------------------------------
 Estimated maximum stack depth 2
 ---------------------------------------------------------------------------------

 Call Graph Graphs:

 _main (ROOT)
   _I2C_Slave_Init
   _adcInit
   _print
   _setup

 _isr (ROOT)

 Address spaces:
Name               Size   Autos  Total    Cost      Usage
BITCOMMON            E      0       0       0        0.0%
EEDATA             100      0       0       0        0.0%
NULL                 0      0       0       0        0.0%
CODE                 0      0       0       0        0.0%
COMMON               E      6       A       1       71.4%
BITSFR0              0      0       0       1        0.0%
SFR0                 0      0       0       1        0.0%
BITSFR1              0      0       0       2        0.0%
SFR1                 0      0       0       2        0.0%
STACK                0      0       0       2        0.0%
ABS                  0      0       A       3        0.0%
BITBANK0            50      0       0       4        0.0%
BITSFR3              0      0       0       4        0.0%
SFR3                 0      0       0       4        0.0%
BANK0               50      0       0       5        0.0%
BITSFR2              0      0       0       5        0.0%
SFR2                 0      0       0       5        0.0%
BITBANK1            50      0       0       6        0.0%
BANK1               50      0       0       7        0.0%
BITBANK3            60      0       0       8        0.0%
BANK3               60      0       0       9        0.0%
BITBANK2            60      0       0      10        0.0%
BANK2               60      0       0      11        0.0%
DATA                 0      0       A      12        0.0%


Microchip Technology PIC Macro Assembler V2.10 build 88905656 
Symbol Table                                                                                   Thu Feb 27 14:58:14 2020

                       _z 0077               __CFG_CP$OFF 0000               _SSPSTATbits 0094  
                      _BF 04A0                        u10 00BC                        u11 00BB  
                     l120 0104                       l123 00B8                       l117 00E3  
                     l126 00C9                       l129 00F9                       l721 00FA  
                     l801 007A                       l731 00F0                       l723 00E4  
                     l811 0084                       l803 0080                       l741 00F7  
                     l733 00F1                       l725 00E8                       l813 0089  
                     l805 0081                       l743 00F8                       l735 00F2  
                     l727 00E9                       l815 008E                       l807 0082  
                     l761 00DC                       l753 00CB                       l745 00AC  
                     l737 00F5                       l729 00EE                       l817 0099  
                     l809 0083                       l763 00DD                       l755 00D9  
                     l747 00B5                       l739 00F6                       l819 009E  
                     l765 00E0                       l757 00DA                       l749 00BC  
                     l759 00DB                       _GIE 005F                       u117 0094  
                     u127 00B0                       u137 00C4              __CFG_CPD$OFF 0000  
                     _isr 0017              __CFG_LVP$OFF 0000                      ?_isr 0070  
                    _PEIE 005E                      i1l43 0050                      i1l44 003F  
                    i1l52 0073                      i1l47 0070                      i1l49 006A  
                    u2_20 001D                      u2_21 001C                      u3_20 0022  
                    u3_21 0021                      u4_20 0026                      u4_21 0025  
                    u5_20 0033                      u5_21 0032                      u6_20 0037  
                    u6_21 0036                      u7_20 0045                      u7_21 0044  
                    u8_20 0054                      u8_21 0053                      u9_20 0058  
                    u9_21 0057              __CFG_WRT$OFF 0000                      _dato 0076  
                    _main 007A                      btemp 007E                      start 000C  
           __CFG_IESO$OFF 0000                     ??_isr 0070                     ?_main 0070  
         __end_of_adcInit 0105             __CFG_WDTE$OFF 0000                     _ANSEL 0188  
                   i1l771 0022                     i1l781 002D                     i1l773 0026  
                   i1l791 0045                     i1l783 0033                     i1l775 002A  
                   i1l767 0017                     i1l793 0054                     i1l785 0037  
                   i1l777 002B                     i1l769 001D                     i1l795 0058  
                   i1l787 003D                     i1l779 002C                     i1l797 005E  
                   i1l789 003E                     i1l799 0065                     u10_20 0070  
                   u10_21 006F                     u14_27 004D                     u15_27 0068  
                   _PORTA 0005                     _PORTB 0006                     _PORTC 0007  
                   _PORTD 0008                     _PORTE 0009                     _TRISA 0085  
                   _TRISB 0086                     _TRISC 0087                     _TRISD 0088  
                   _SSPIE 0463                     _TRISE 0089                     _SSPIF 0063  
          __CFG_FCMEN$OFF 0000                     _setup 00E4                     _print 00AC  
          __CFG_BOREN$OFF 0000                     pclath 000A                     status 0003  
                   wtemp0 007E            __CFG_MCLRE$OFF 0000           __initialization 000F  
            __end_of_main 00AC                    ??_main 0075                    _ADRESH 001E  
                  ?_setup 0070                    ?_print 0070                    _ANSELH 0189  
                  _SSPADD 0093                    _SSPBUF 0013                    _SSPCON 0014  
          __CFG_PWRTE$OFF 0000                 ??_adcInit 0073                    _valana 0079  
                  saved_w 007E   __end_of__initialization 0013            __pcstackCOMMON 0070  
 __size_of_I2C_Slave_Init 001A             __end_of_setup 00FA             __end_of_print 00CA  
                 ??_setup 0073     I2C_Slave_Init@address 0073                   ??_print 0073  
              __pmaintext 007A                __pintentry 0004                   _SSPCON2 0091  
                 _SSPSTAT 0094                   _adcInit 00FA                   _desecho 0078  
                 __ptext1 00E4                   __ptext2 00AC                   __ptext3 00FA  
                 __ptext4 00CA                   __ptext5 0017              __size_of_isr 0063  
    end_of_initialization 0013            _I2C_Slave_Init 00CA                 _TRISCbits 0087  
  __end_of_I2C_Slave_Init 00E4       start_initialization 000F               __end_of_isr 007A  
__CFG_FOSC$INTRC_NOCLKOUT 0000           ?_I2C_Slave_Init 0070               __pbssCOMMON 0076  
               ___latbits 0002                  ?_adcInit 0070            __size_of_setup 0016  
          __size_of_print 001E         interrupt_function 0004                  _PIR1bits 000C  
              _ADCON0bits 001F                _ADCON1bits 009F          __size_of_adcInit 000B  
       __CFG_BOR4V$BOR40V 0000          ??_I2C_Slave_Init 0073             __size_of_main 0032  
                intlevel1 0000                _OSCCONbits 008F                _SSPCONbits 0014  
